id	lipid	formula	adduct	template_file
Lipid00827	PS(22:0_22:0)	C50H98NO10P	NA	NA
Lipid00828	PS(20:5_22:0)	C48H84NO10P	NA	NA
Lipid00829	PS(20:4_22:0)	C48H86NO10P	NA	NA
Lipid00830	PS(20:3_22:0)	C48H88NO10P	NA	NA
Lipid00831	PS(20:2_22:0)	C48H90NO10P	NA	NA
Lipid00832	PS(20:1_22:0)	C48H92NO10P	NA	NA
Lipid00833	PS(20:0_22:0)	C48H94NO10P	NA	NA
Lipid00834	PS(19:0_22:0)	C47H92NO10P	NA	NA
Lipid00835	PS(19:1_22:0)	C47H90NO10P	NA	NA
Lipid00836	PS(18:4_22:0)	C46H82NO10P	NA	NA
Lipid00837	PS(18:3_22:0)	C46H84NO10P	NA	NA
Lipid00838	PS(18:2_22:0)	C46H86NO10P	NA	NA
Lipid00839	PS(18:1_22:0)	C46H88NO10P	NA	NA
Lipid00840	PS(18:0_22:0)	C46H90NO10P	NA	NA
Lipid00841	PS(20:5_20:5)	C46H70NO10P	NA	NA
Lipid00842	PS(20:4_20:5)	C46H72NO10P	NA	NA
Lipid00843	PS(20:3_20:5)	C46H74NO10P	NA	NA
Lipid00844	PS(20:2_20:5)	C46H76NO10P	NA	NA
Lipid00845	PS(20:1_20:5)	C46H78NO10P	NA	NA
Lipid00846	PS(20:0_20:5)	C46H80NO10P	NA	NA
Lipid00847	PS(20:4_20:4)	C46H74NO10P	NA	NA
Lipid00848	PS(20:3_20:4)	C46H76NO10P	NA	NA
Lipid00849	PS(20:2_20:4)	C46H78NO10P	NA	NA
Lipid00850	PS(20:1_20:4)	C46H80NO10P	NA	NA
Lipid00851	PS(20:0_20:4)	C46H82NO10P	NA	NA
Lipid00852	PS(20:3_20:3)	C46H78NO10P	NA	NA
Lipid00853	PS(20:2_20:3)	C46H80NO10P	NA	NA
Lipid00854	PS(20:1_20:3)	C46H82NO10P	NA	NA
Lipid00855	PS(20:0_20:3)	C46H84NO10P	NA	NA
Lipid00856	PS(20:2_20:2)	C46H82NO10P	NA	NA
Lipid00857	PS(20:1_20:2)	C46H84NO10P	NA	NA
Lipid00858	PS(20:0_20:2)	C46H86NO10P	NA	NA
Lipid00859	PS(20:1_20:1)	C46H86NO10P	NA	NA
Lipid00860	PS(20:0_20:1)	C46H88NO10P	NA	NA
Lipid00861	PS(20:0_20:0)	C46H90NO10P	NA	NA
Lipid00862	PS(17:0_22:0)	C45H88NO10P	NA	NA
Lipid00863	PS(17:1_22:0)	C45H86NO10P	NA	NA
Lipid00864	PS(19:0_20:5)	C45H78NO10P	NA	NA
Lipid00865	PS(19:0_20:4)	C45H80NO10P	NA	NA
Lipid00866	PS(19:0_20:3)	C45H82NO10P	NA	NA
Lipid00867	PS(19:0_20:2)	C45H84NO10P	NA	NA
Lipid00868	PS(19:0_20:1)	C45H86NO10P	NA	NA
Lipid00869	PS(19:0_20:0)	C45H88NO10P	NA	NA
Lipid00870	PS(19:1_20:5)	C45H76NO10P	NA	NA
Lipid00871	PS(19:1_20:4)	C45H78NO10P	NA	NA
Lipid00872	PS(19:1_20:3)	C45H80NO10P	NA	NA
Lipid00873	PS(19:1_20:2)	C45H82NO10P	NA	NA
Lipid00874	PS(19:1_20:1)	C45H84NO10P	NA	NA
Lipid00875	PS(19:1_20:0)	C45H86NO10P	NA	NA
Lipid00876	PS(16:1_22:0)	C44H84NO10P	NA	NA
Lipid00877	PS(16:0_22:0)	C44H86NO10P	NA	NA
Lipid00878	PS(18:4_20:5)	C44H68NO10P	NA	NA
Lipid00879	PS(18:4_20:4)	C44H70NO10P	NA	NA
Lipid00880	PS(18:4_20:3)	C44H72NO10P	NA	NA
Lipid00881	PS(18:4_20:2)	C44H74NO10P	NA	NA
Lipid00882	PS(18:4_20:1)	C44H76NO10P	NA	NA
Lipid00883	PS(18:4_20:0)	C44H78NO10P	NA	NA
Lipid00884	PS(18:3_20:5)	C44H70NO10P	NA	NA
Lipid00885	PS(18:3_20:4)	C44H72NO10P	NA	NA
Lipid00886	PS(18:3_20:3)	C44H74NO10P	NA	NA
Lipid00887	PS(18:3_20:2)	C44H76NO10P	NA	NA
Lipid00888	PS(18:3_20:1)	C44H78NO10P	NA	NA
Lipid00889	PS(18:3_20:0)	C44H80NO10P	NA	NA
Lipid00890	PS(18:2_20:5)	C44H72NO10P	NA	NA
Lipid00891	PS(18:2_20:4)	C44H74NO10P	NA	NA
Lipid00892	PS(18:2_20:3)	C44H76NO10P	NA	NA
Lipid00893	PS(18:2_20:2)	C44H78NO10P	NA	NA
Lipid00894	PS(18:2_20:1)	C44H80NO10P	NA	NA
Lipid00895	PS(18:2_20:0)	C44H82NO10P	NA	NA
Lipid00896	PS(18:1_20:5)	C44H74NO10P	NA	NA
Lipid00897	PS(18:1_20:4)	C44H76NO10P	NA	NA
Lipid00898	PS(18:1_20:3)	C44H78NO10P	NA	NA
Lipid00899	PS(18:1_20:2)	C44H80NO10P	NA	NA
Lipid00900	PS(18:1_20:1)	C44H82NO10P	NA	NA
Lipid00901	PS(18:1_20:0)	C44H84NO10P	NA	NA
Lipid00902	PS(18:0_20:5)	C44H76NO10P	NA	NA
Lipid00903	PS(18:0_20:4)	C44H78NO10P	NA	NA
Lipid00904	PS(18:0_20:3)	C44H80NO10P	NA	NA
Lipid00905	PS(18:0_20:2)	C44H82NO10P	NA	NA
Lipid00906	PS(18:0_20:1)	C44H84NO10P	NA	NA
Lipid00907	PS(18:0_20:0)	C44H86NO10P	NA	NA
Lipid00908	PS(19:0_19:1)	C44H84NO10P	NA	NA
Lipid00909	PS(19:0_19:0)	C44H86NO10P	NA	NA
Lipid00910	PS(19:1_19:1)	C44H82NO10P	NA	NA
Lipid00911	PS(15:0_22:0)	C43H84NO10P	NA	NA
Lipid00912	PS(17:0_20:5)	C43H74NO10P	NA	NA
Lipid00913	PS(17:0_20:4)	C43H76NO10P	NA	NA
Lipid00914	PS(17:0_20:3)	C43H78NO10P	NA	NA
Lipid00915	PS(17:0_20:2)	C43H80NO10P	NA	NA
Lipid00916	PS(17:0_20:1)	C43H82NO10P	NA	NA
Lipid00917	PS(17:0_20:0)	C43H84NO10P	NA	NA
Lipid00918	PS(17:1_20:5)	C43H72NO10P	NA	NA
Lipid00919	PS(17:1_20:4)	C43H74NO10P	NA	NA
Lipid00920	PS(17:1_20:3)	C43H76NO10P	NA	NA
Lipid00921	PS(17:1_20:2)	C43H78NO10P	NA	NA
Lipid00922	PS(17:1_20:1)	C43H80NO10P	NA	NA
Lipid00923	PS(17:1_20:0)	C43H82NO10P	NA	NA
Lipid00924	PS(18:4_19:1)	C43H74NO10P	NA	NA
Lipid00925	PS(18:4_19:0)	C43H76NO10P	NA	NA
Lipid00926	PS(18:3_19:1)	C43H76NO10P	NA	NA
Lipid00927	PS(18:3_19:0)	C43H78NO10P	NA	NA
Lipid00928	PS(18:2_19:1)	C43H78NO10P	NA	NA
Lipid00929	PS(18:2_19:0)	C43H80NO10P	NA	NA
Lipid00930	PS(18:1_19:1)	C43H80NO10P	NA	NA
Lipid00931	PS(18:1_19:0)	C43H82NO10P	NA	NA
Lipid00932	PS(18:0_19:1)	C43H82NO10P	NA	NA
Lipid00933	PS(18:0_19:0)	C43H84NO10P	NA	NA
Lipid00934	PS(14:0_22:0)	C42H82NO10P	NA	NA
Lipid00935	PS(16:1_20:5)	C42H70NO10P	NA	NA
Lipid00936	PS(16:1_20:4)	C42H72NO10P	NA	NA
Lipid00937	PS(16:1_20:3)	C42H74NO10P	NA	NA
Lipid00938	PS(16:1_20:2)	C42H76NO10P	NA	NA
Lipid00939	PS(16:1_20:1)	C42H78NO10P	NA	NA
Lipid00940	PS(16:1_20:0)	C42H80NO10P	NA	NA
Lipid00941	PS(16:0_20:5)	C42H72NO10P	NA	NA
Lipid00942	PS(16:0_20:4)	C42H74NO10P	NA	NA
Lipid00943	PS(16:0_20:3)	C42H76NO10P	NA	NA
Lipid00944	PS(16:0_20:2)	C42H78NO10P	NA	NA
Lipid00945	PS(16:0_20:1)	C42H80NO10P	NA	NA
Lipid00946	PS(16:0_20:0)	C42H82NO10P	NA	NA
Lipid00947	PS(17:0_19:1)	C42H80NO10P	NA	NA
Lipid00948	PS(17:0_19:0)	C42H82NO10P	NA	NA
Lipid00949	PS(17:1_19:1)	C42H78NO10P	NA	NA
Lipid00950	PS(17:1_19:0)	C42H80NO10P	NA	NA
Lipid00951	PS(18:4_18:4)	C42H66NO10P	NA	NA
Lipid00952	PS(18:3_18:4)	C42H68NO10P	NA	NA
Lipid00953	PS(18:2_18:4)	C42H70NO10P	NA	NA
Lipid00954	PS(18:1_18:4)	C42H72NO10P	NA	NA
Lipid00955	PS(18:0_18:4)	C42H74NO10P	NA	NA
Lipid00956	PS(18:3_18:3)	C42H70NO10P	NA	NA
Lipid00957	PS(18:2_18:3)	C42H72NO10P	NA	NA
Lipid00958	PS(18:1_18:3)	C42H74NO10P	NA	NA
Lipid00959	PS(18:0_18:3)	C42H76NO10P	NA	NA
Lipid00960	PS(18:2_18:2)	C42H74NO10P	NA	NA
Lipid00961	PS(18:1_18:2)	C42H76NO10P	NA	NA
Lipid00962	PS(18:0_18:2)	C42H78NO10P	NA	NA
Lipid00963	PS(18:1_18:1)	C42H78NO10P	NA	NA
Lipid00964	PS(18:0_18:1)	C42H80NO10P	NA	NA
Lipid00965	PS(18:0_18:0)	C42H82NO10P	NA	NA
Lipid00966	PS(13:0_22:0)	C41H80NO10P	NA	NA
Lipid00967	PS(15:0_20:5)	C41H70NO10P	NA	NA
Lipid00968	PS(15:0_20:4)	C41H72NO10P	NA	NA
Lipid00969	PS(15:0_20:3)	C41H74NO10P	NA	NA
Lipid00970	PS(15:0_20:2)	C41H76NO10P	NA	NA
Lipid00971	PS(15:0_20:1)	C41H78NO10P	NA	NA
Lipid00972	PS(15:0_20:0)	C41H80NO10P	NA	NA
Lipid00973	PS(16:1_19:1)	C41H76NO10P	NA	NA
Lipid00974	PS(16:1_19:0)	C41H78NO10P	NA	NA
Lipid00975	PS(16:0_19:1)	C41H78NO10P	NA	NA
Lipid00976	PS(16:0_19:0)	C41H80NO10P	NA	NA
Lipid00977	PS(17:0_18:4)	C41H72NO10P	NA	NA
Lipid00978	PS(17:0_18:3)	C41H74NO10P	NA	NA
Lipid00979	PS(17:0_18:2)	C41H76NO10P	NA	NA
Lipid00980	PS(17:0_18:1)	C41H78NO10P	NA	NA
Lipid00981	PS(17:0_18:0)	C41H80NO10P	NA	NA
Lipid00982	PS(17:1_18:4)	C41H70NO10P	NA	NA
Lipid00983	PS(17:1_18:3)	C41H72NO10P	NA	NA
Lipid00984	PS(17:1_18:2)	C41H74NO10P	NA	NA
Lipid00985	PS(17:1_18:1)	C41H76NO10P	NA	NA
Lipid00986	PS(17:1_18:0)	C41H78NO10P	NA	NA
Lipid00987	PS(12:0_22:0)	C40H78NO10P	NA	NA
Lipid00988	PS(14:0_20:5)	C40H68NO10P	NA	NA
Lipid00989	PS(14:0_20:4)	C40H70NO10P	NA	NA
Lipid00990	PS(14:0_20:3)	C40H72NO10P	NA	NA
Lipid00991	PS(14:0_20:2)	C40H74NO10P	NA	NA
Lipid00992	PS(14:0_20:1)	C40H76NO10P	NA	NA
Lipid00993	PS(14:0_20:0)	C40H78NO10P	NA	NA
Lipid00994	PS(15:0_19:1)	C40H76NO10P	NA	NA
Lipid00995	PS(15:0_19:0)	C40H78NO10P	NA	NA
Lipid00996	PS(16:1_18:4)	C40H68NO10P	NA	NA
Lipid00997	PS(16:1_18:3)	C40H70NO10P	NA	NA
Lipid00998	PS(16:1_18:2)	C40H72NO10P	NA	NA
Lipid00999	PS(16:1_18:1)	C40H74NO10P	NA	NA
Lipid01000	PS(16:1_18:0)	C40H76NO10P	NA	NA
Lipid01001	PS(16:0_18:4)	C40H70NO10P	NA	NA
Lipid01002	PS(16:0_18:3)	C40H72NO10P	NA	NA
Lipid01003	PS(16:0_18:2)	C40H74NO10P	NA	NA
Lipid01004	PS(16:0_18:1)	C40H76NO10P	NA	NA
Lipid01005	PS(16:0_18:0)	C40H78NO10P	NA	NA
Lipid01006	PS(17:0_17:1)	C40H76NO10P	NA	NA
Lipid01007	PS(17:0_17:0)	C40H78NO10P	NA	NA
Lipid01008	PS(17:1_17:1)	C40H74NO10P	NA	NA
Lipid01009	PS(13:0_20:5)	C39H66NO10P	NA	NA
Lipid01010	PS(13:0_20:4)	C39H68NO10P	NA	NA
Lipid01011	PS(13:0_20:3)	C39H70NO10P	NA	NA
Lipid01012	PS(13:0_20:2)	C39H72NO10P	NA	NA
Lipid01013	PS(13:0_20:1)	C39H74NO10P	NA	NA
Lipid01014	PS(13:0_20:0)	C39H76NO10P	NA	NA
Lipid01015	PS(14:0_19:1)	C39H74NO10P	NA	NA
Lipid01016	PS(14:0_19:0)	C39H76NO10P	NA	NA
Lipid01017	PS(15:0_18:4)	C39H68NO10P	NA	NA
Lipid01018	PS(15:0_18:3)	C39H70NO10P	NA	NA
Lipid01019	PS(15:0_18:2)	C39H72NO10P	NA	NA
Lipid01020	PS(15:0_18:1)	C39H74NO10P	NA	NA
Lipid01021	PS(15:0_18:0)	C39H76NO10P	NA	NA
Lipid01022	PS(16:1_17:1)	C39H72NO10P	NA	NA
Lipid01023	PS(16:1_17:0)	C39H74NO10P	NA	NA
Lipid01024	PS(16:0_17:1)	C39H74NO10P	NA	NA
Lipid01025	PS(16:0_17:0)	C39H76NO10P	NA	NA
Lipid01026	PS(12:0_20:5)	C38H64NO10P	NA	NA
Lipid01027	PS(12:0_20:4)	C38H66NO10P	NA	NA
Lipid01028	PS(12:0_20:3)	C38H68NO10P	NA	NA
Lipid01029	PS(12:0_20:2)	C38H70NO10P	NA	NA
Lipid01030	PS(12:0_20:1)	C38H72NO10P	NA	NA
Lipid01031	PS(12:0_20:0)	C38H74NO10P	NA	NA
Lipid01032	PS(13:0_19:1)	C38H72NO10P	NA	NA
Lipid01033	PS(13:0_19:0)	C38H74NO10P	NA	NA
Lipid01034	PS(14:0_18:4)	C38H66NO10P	NA	NA
Lipid01035	PS(14:0_18:3)	C38H68NO10P	NA	NA
Lipid01036	PS(14:0_18:2)	C38H70NO10P	NA	NA
Lipid01037	PS(14:0_18:1)	C38H72NO10P	NA	NA
Lipid01038	PS(14:0_18:0)	C38H74NO10P	NA	NA
Lipid01039	PS(15:0_17:1)	C38H72NO10P	NA	NA
Lipid01040	PS(15:0_17:0)	C38H74NO10P	NA	NA
Lipid01041	PS(16:1_16:1)	C38H70NO10P	NA	NA
Lipid01042	PS(16:0_16:1)	C38H72NO10P	NA	NA
Lipid01043	PS(16:0_16:0)	C38H74NO10P	NA	NA
Lipid01044	PS(12:0_19:1)	C37H70NO10P	NA	NA
Lipid01045	PS(12:0_19:0)	C37H72NO10P	NA	NA
Lipid01046	PS(13:0_18:4)	C37H64NO10P	NA	NA
Lipid01047	PS(13:0_18:3)	C37H66NO10P	NA	NA
Lipid01048	PS(13:0_18:2)	C37H68NO10P	NA	NA
Lipid01049	PS(13:0_18:1)	C37H70NO10P	NA	NA
Lipid01050	PS(13:0_18:0)	C37H72NO10P	NA	NA
Lipid01051	PS(14:0_17:1)	C37H70NO10P	NA	NA
Lipid01052	PS(14:0_17:0)	C37H72NO10P	NA	NA
Lipid01053	PS(15:0_16:1)	C37H70NO10P	NA	NA
Lipid01054	PS(15:0_16:0)	C37H72NO10P	NA	NA
Lipid01055	PS(12:0_18:4)	C36H62NO10P	NA	NA
Lipid01056	PS(12:0_18:3)	C36H64NO10P	NA	NA
Lipid01057	PS(12:0_18:2)	C36H66NO10P	NA	NA
Lipid01058	PS(12:0_18:1)	C36H68NO10P	NA	NA
Lipid01059	PS(12:0_18:0)	C36H70NO10P	NA	NA
Lipid01060	PS(13:0_17:1)	C36H68NO10P	NA	NA
Lipid01061	PS(13:0_17:0)	C36H70NO10P	NA	NA
Lipid01062	PS(14:0_16:1)	C36H68NO10P	NA	NA
Lipid01063	PS(14:0_16:0)	C36H70NO10P	NA	NA
Lipid01064	PS(15:0_15:0)	C36H70NO10P	NA	NA
Lipid01065	PS(12:0_17:1)	C35H66NO10P	NA	NA
Lipid01066	PS(12:0_17:0)	C35H68NO10P	NA	NA
Lipid01067	PS(13:0_16:1)	C35H66NO10P	NA	NA
Lipid01068	PS(13:0_16:0)	C35H68NO10P	NA	NA
Lipid01069	PS(14:0_15:0)	C35H68NO10P	NA	NA
Lipid01070	PS(12:0_16:1)	C34H64NO10P	NA	NA
Lipid01071	PS(12:0_16:0)	C34H66NO10P	NA	NA
Lipid01072	PS(13:0_15:0)	C34H66NO10P	NA	NA
Lipid01073	PS(14:0_14:0)	C34H66NO10P	NA	NA
Lipid01074	PS(12:0_15:0)	C33H64NO10P	NA	NA
Lipid01075	PS(13:0_14:0)	C33H64NO10P	NA	NA
Lipid01076	PS(12:0_14:0)	C32H62NO10P	NA	NA
Lipid01077	PS(13:0_13:0)	C32H62NO10P	NA	NA
Lipid01078	PS(12:0_13:0)	C31H60NO10P	NA	NA
Lipid01079	PS(12:0_12:0)	C30H58NO10P	NA	NA
Lipid01080	PI(22:0_22:0)	C53H103O13P	NA	NA
Lipid01081	PI(20:5_22:0)	C51H89O13P	NA	NA
Lipid01082	PI(20:4_22:0)	C51H91O13P	NA	NA
Lipid01083	PI(20:3_22:0)	C51H93O13P	NA	NA
Lipid01084	PI(20:2_22:0)	C51H95O13P	NA	NA
Lipid01085	PI(20:1_22:0)	C51H97O13P	NA	NA
Lipid01086	PI(20:0_22:0)	C51H99O13P	NA	NA
Lipid01087	PI(19:1_22:0)	C50H95O13P	NA	NA
Lipid01088	PI(19:0_22:0)	C50H97O13P	NA	NA
Lipid01089	PI(18:4_22:0)	C49H87O13P	NA	NA
Lipid01090	PI(18:3_22:0)	C49H89O13P	NA	NA
Lipid01091	PI(18:2_22:0)	C49H91O13P	NA	NA
Lipid01092	PI(18:1_22:0)	C49H93O13P	NA	NA
Lipid01093	PI(18:0_22:0)	C49H95O13P	NA	NA
Lipid01094	PI(20:5_20:5)	C49H75O13P	NA	NA
Lipid01095	PI(20:4_20:5)	C49H77O13P	NA	NA
Lipid01096	PI(20:3_20:5)	C49H79O13P	NA	NA
Lipid01097	PI(20:2_20:5)	C49H81O13P	NA	NA
Lipid01098	PI(20:1_20:5)	C49H83O13P	NA	NA
Lipid01099	PI(20:0_20:5)	C49H85O13P	NA	NA
Lipid01100	PI(20:4_20:4)	C49H79O13P	NA	NA
Lipid01101	PI(20:3_20:4)	C49H81O13P	NA	NA
Lipid01102	PI(20:2_20:4)	C49H83O13P	NA	NA
Lipid01103	PI(20:1_20:4)	C49H85O13P	NA	NA
Lipid01104	PI(20:0_20:4)	C49H87O13P	NA	NA
Lipid01105	PI(20:3_20:3)	C49H83O13P	NA	NA
Lipid01106	PI(20:2_20:3)	C49H85O13P	NA	NA
Lipid01107	PI(20:1_20:3)	C49H87O13P	NA	NA
Lipid01108	PI(20:0_20:3)	C49H89O13P	NA	NA
Lipid01109	PI(20:2_20:2)	C49H87O13P	NA	NA
Lipid01110	PI(20:1_20:2)	C49H89O13P	NA	NA
Lipid01111	PI(20:0_20:2)	C49H91O13P	NA	NA
Lipid01112	PI(20:1_20:1)	C49H91O13P	NA	NA
Lipid01113	PI(20:0_20:1)	C49H93O13P	NA	NA
Lipid01114	PI(20:0_20:0)	C49H95O13P	NA	NA
Lipid01115	PI(17:1_22:0)	C48H91O13P	NA	NA
Lipid01116	PI(17:0_22:0)	C48H93O13P	NA	NA
Lipid01117	PI(19:1_20:5)	C48H81O13P	NA	NA
Lipid01118	PI(19:1_20:4)	C48H83O13P	NA	NA
Lipid01119	PI(19:1_20:3)	C48H85O13P	NA	NA
Lipid01120	PI(19:1_20:2)	C48H87O13P	NA	NA
Lipid01121	PI(19:1_20:1)	C48H89O13P	NA	NA
Lipid01122	PI(19:1_20:0)	C48H91O13P	NA	NA
Lipid01123	PI(19:0_20:5)	C48H83O13P	NA	NA
Lipid01124	PI(19:0_20:4)	C48H85O13P	NA	NA
Lipid01125	PI(19:0_20:3)	C48H87O13P	NA	NA
Lipid01126	PI(19:0_20:2)	C48H89O13P	NA	NA
Lipid01127	PI(19:0_20:1)	C48H91O13P	NA	NA
Lipid01128	PI(19:0_20:0)	C48H93O13P	NA	NA
Lipid01129	PI(16:1_22:0)	C47H89O13P	NA	NA
Lipid01130	PI(16:0_22:0)	C47H91O13P	NA	NA
Lipid01131	PI(18:4_20:5)	C47H73O13P	NA	NA
Lipid01132	PI(18:4_20:4)	C47H75O13P	NA	NA
Lipid01133	PI(18:4_20:3)	C47H77O13P	NA	NA
Lipid01134	PI(18:4_20:2)	C47H79O13P	NA	NA
Lipid01135	PI(18:4_20:1)	C47H81O13P	NA	NA
Lipid01136	PI(18:4_20:0)	C47H83O13P	NA	NA
Lipid01137	PI(18:3_20:5)	C47H75O13P	NA	NA
Lipid01138	PI(18:3_20:4)	C47H77O13P	NA	NA
Lipid01139	PI(18:3_20:3)	C47H79O13P	NA	NA
Lipid01140	PI(18:3_20:2)	C47H81O13P	NA	NA
Lipid01141	PI(18:3_20:1)	C47H83O13P	NA	NA
Lipid01142	PI(18:3_20:0)	C47H85O13P	NA	NA
Lipid01143	PI(18:2_20:5)	C47H77O13P	NA	NA
Lipid01144	PI(18:2_20:4)	C47H79O13P	NA	NA
Lipid01145	PI(18:2_20:3)	C47H81O13P	NA	NA
Lipid01146	PI(18:2_20:2)	C47H83O13P	NA	NA
Lipid01147	PI(18:2_20:1)	C47H85O13P	NA	NA
Lipid01148	PI(18:2_20:0)	C47H87O13P	NA	NA
Lipid01149	PI(18:1_20:5)	C47H79O13P	NA	NA
Lipid01150	PI(18:1_20:4)	C47H81O13P	NA	NA
Lipid01151	PI(18:1_20:3)	C47H83O13P	NA	NA
Lipid01152	PI(18:1_20:2)	C47H85O13P	NA	NA
Lipid01153	PI(18:1_20:1)	C47H87O13P	NA	NA
Lipid01154	PI(18:1_20:0)	C47H89O13P	NA	NA
Lipid01155	PI(18:0_20:5)	C47H81O13P	NA	NA
Lipid01156	PI(18:0_20:4)	C47H83O13P	NA	NA
Lipid01157	PI(18:0_20:3)	C47H85O13P	NA	NA
Lipid01158	PI(18:0_20:2)	C47H87O13P	NA	NA
Lipid01159	PI(18:0_20:1)	C47H89O13P	NA	NA
Lipid01160	PI(18:0_20:0)	C47H91O13P	NA	NA
Lipid01161	PI(19:1_19:1)	C47H87O13P	NA	NA
Lipid01162	PI(19:0_19:1)	C47H89O13P	NA	NA
Lipid01163	PI(19:0_19:0)	C47H91O13P	NA	NA
Lipid01164	PI(15:0_22:0)	C46H89O13P	NA	NA
Lipid01165	PI(17:1_20:5)	C46H77O13P	NA	NA
Lipid01166	PI(17:1_20:4)	C46H79O13P	NA	NA
Lipid01167	PI(17:1_20:3)	C46H81O13P	NA	NA
Lipid01168	PI(17:1_20:2)	C46H83O13P	NA	NA
Lipid01169	PI(17:1_20:1)	C46H85O13P	NA	NA
Lipid01170	PI(17:1_20:0)	C46H87O13P	NA	NA
Lipid01171	PI(17:0_20:5)	C46H79O13P	NA	NA
Lipid01172	PI(17:0_20:4)	C46H81O13P	NA	NA
Lipid01173	PI(17:0_20:3)	C46H83O13P	NA	NA
Lipid01174	PI(17:0_20:2)	C46H85O13P	NA	NA
Lipid01175	PI(17:0_20:1)	C46H87O13P	NA	NA
Lipid01176	PI(17:0_20:0)	C46H89O13P	NA	NA
Lipid01177	PI(18:4_19:1)	C46H79O13P	NA	NA
Lipid01178	PI(18:4_19:0)	C46H81O13P	NA	NA
Lipid01179	PI(18:3_19:1)	C46H81O13P	NA	NA
Lipid01180	PI(18:3_19:0)	C46H83O13P	NA	NA
Lipid01181	PI(18:2_19:1)	C46H83O13P	NA	NA
Lipid01182	PI(18:2_19:0)	C46H85O13P	NA	NA
Lipid01183	PI(18:1_19:1)	C46H85O13P	NA	NA
Lipid01184	PI(18:1_19:0)	C46H87O13P	NA	NA
Lipid01185	PI(18:0_19:1)	C46H87O13P	NA	NA
Lipid01186	PI(18:0_19:0)	C46H89O13P	NA	NA
Lipid01187	PI(14:0_22:0)	C45H87O13P	NA	NA
Lipid01188	PI(16:1_20:5)	C45H75O13P	NA	NA
Lipid01189	PI(16:1_20:4)	C45H77O13P	NA	NA
Lipid01190	PI(16:1_20:3)	C45H79O13P	NA	NA
Lipid01191	PI(16:1_20:2)	C45H81O13P	NA	NA
Lipid01192	PI(16:1_20:1)	C45H83O13P	NA	NA
Lipid01193	PI(16:1_20:0)	C45H85O13P	NA	NA
Lipid01194	PI(16:0_20:5)	C45H77O13P	NA	NA
Lipid01195	PI(16:0_20:4)	C45H79O13P	NA	NA
Lipid01196	PI(16:0_20:3)	C45H81O13P	NA	NA
Lipid01197	PI(16:0_20:2)	C45H83O13P	NA	NA
Lipid01198	PI(16:0_20:1)	C45H85O13P	NA	NA
Lipid01199	PI(16:0_20:0)	C45H87O13P	NA	NA
Lipid01200	PI(17:1_19:1)	C45H83O13P	NA	NA
Lipid01201	PI(17:1_19:0)	C45H85O13P	NA	NA
Lipid01202	PI(17:0_19:1)	C45H85O13P	NA	NA
Lipid01203	PI(17:0_19:0)	C45H87O13P	NA	NA
Lipid01204	PI(18:4_18:4)	C45H71O13P	NA	NA
Lipid01205	PI(18:3_18:4)	C45H73O13P	NA	NA
Lipid01206	PI(18:2_18:4)	C45H75O13P	NA	NA
Lipid01207	PI(18:1_18:4)	C45H77O13P	NA	NA
Lipid01208	PI(18:0_18:4)	C45H79O13P	NA	NA
Lipid01209	PI(18:3_18:3)	C45H75O13P	NA	NA
Lipid01210	PI(18:2_18:3)	C45H77O13P	NA	NA
Lipid01211	PI(18:1_18:3)	C45H79O13P	NA	NA
Lipid01212	PI(18:0_18:3)	C45H81O13P	NA	NA
Lipid01213	PI(18:2_18:2)	C45H79O13P	NA	NA
Lipid01214	PI(18:1_18:2)	C45H81O13P	NA	NA
Lipid01215	PI(18:0_18:2)	C45H83O13P	NA	NA
Lipid01216	PI(18:1_18:1)	C45H83O13P	NA	NA
Lipid01217	PI(18:0_18:1)	C45H85O13P	NA	NA
Lipid01218	PI(18:0_18:0)	C45H87O13P	NA	NA
Lipid01219	PI(13:0_22:0)	C44H85O13P	NA	NA
Lipid01220	PI(15:0_20:5)	C44H75O13P	NA	NA
Lipid01221	PI(15:0_20:4)	C44H77O13P	NA	NA
Lipid01222	PI(15:0_20:3)	C44H79O13P	NA	NA
Lipid01223	PI(15:0_20:2)	C44H81O13P	NA	NA
Lipid01224	PI(15:0_20:1)	C44H83O13P	NA	NA
Lipid01225	PI(15:0_20:0)	C44H85O13P	NA	NA
Lipid01226	PI(16:1_19:1)	C44H81O13P	NA	NA
Lipid01227	PI(16:1_19:0)	C44H83O13P	NA	NA
Lipid01228	PI(16:0_19:1)	C44H83O13P	NA	NA
Lipid01229	PI(16:0_19:0)	C44H85O13P	NA	NA
Lipid01230	PI(17:1_18:4)	C44H75O13P	NA	NA
Lipid01231	PI(17:1_18:3)	C44H77O13P	NA	NA
Lipid01232	PI(17:1_18:2)	C44H79O13P	NA	NA
Lipid01233	PI(17:1_18:1)	C44H81O13P	NA	NA
Lipid01234	PI(17:1_18:0)	C44H83O13P	NA	NA
Lipid01235	PI(17:0_18:4)	C44H77O13P	NA	NA
Lipid01236	PI(17:0_18:3)	C44H79O13P	NA	NA
Lipid01237	PI(17:0_18:2)	C44H81O13P	NA	NA
Lipid01238	PI(17:0_18:1)	C44H83O13P	NA	NA
Lipid01239	PI(17:0_18:0)	C44H85O13P	NA	NA
Lipid01240	PI(12:0_22:0)	C43H83O13P	NA	NA
Lipid01241	PI(14:0_20:5)	C43H73O13P	NA	NA
Lipid01242	PI(14:0_20:4)	C43H75O13P	NA	NA
