id	lipid	formula	adduct	template_file
Lipid01651	PG(18:2_20:3)	C44H77O10P	NA	NA
Lipid01652	PG(18:2_20:2)	C44H79O10P	NA	NA
Lipid01653	PG(18:2_20:1)	C44H81O10P	NA	NA
Lipid01654	PG(18:2_20:0)	C44H83O10P	NA	NA
Lipid01655	PG(18:1_20:5)	C44H75O10P	NA	NA
Lipid01656	PG(18:1_20:4)	C44H77O10P	NA	NA
Lipid01657	PG(18:1_20:3)	C44H79O10P	NA	NA
Lipid01658	PG(18:1_20:2)	C44H81O10P	NA	NA
Lipid01659	PG(18:1_20:1)	C44H83O10P	NA	NA
Lipid01660	PG(18:1_20:0)	C44H85O10P	NA	NA
Lipid01661	PG(18:0_20:5)	C44H77O10P	NA	NA
Lipid01662	PG(18:0_20:4)	C44H79O10P	NA	NA
Lipid01663	PG(18:0_20:3)	C44H81O10P	NA	NA
Lipid01664	PG(18:0_20:2)	C44H83O10P	NA	NA
Lipid01665	PG(18:0_20:1)	C44H85O10P	NA	NA
Lipid01666	PG(18:0_20:0)	C44H87O10P	NA	NA
Lipid01667	PG(19:1_19:1)	C44H83O10P	NA	NA
Lipid01668	PG(19:0_19:1)	C44H85O10P	NA	NA
Lipid01669	PG(19:0_19:0)	C44H87O10P	NA	NA
Lipid01670	PG(15:0_22:0)	C43H85O10P	NA	NA
Lipid01671	PG(17:1_20:5)	C43H73O10P	NA	NA
Lipid01672	PG(17:1_20:4)	C43H75O10P	NA	NA
Lipid01673	PG(17:1_20:3)	C43H77O10P	NA	NA
Lipid01674	PG(17:1_20:2)	C43H79O10P	NA	NA
Lipid01675	PG(17:1_20:1)	C43H81O10P	NA	NA
Lipid01676	PG(17:1_20:0)	C43H83O10P	NA	NA
Lipid01677	PG(17:0_20:5)	C43H75O10P	NA	NA
Lipid01678	PG(17:0_20:4)	C43H77O10P	NA	NA
Lipid01679	PG(17:0_20:3)	C43H79O10P	NA	NA
Lipid01680	PG(17:0_20:2)	C43H81O10P	NA	NA
Lipid01681	PG(17:0_20:1)	C43H83O10P	NA	NA
Lipid01682	PG(17:0_20:0)	C43H85O10P	NA	NA
Lipid01683	PG(18:4_19:1)	C43H75O10P	NA	NA
Lipid01684	PG(18:4_19:0)	C43H77O10P	NA	NA
Lipid01685	PG(18:3_19:1)	C43H77O10P	NA	NA
Lipid01686	PG(18:3_19:0)	C43H79O10P	NA	NA
Lipid01687	PG(18:2_19:1)	C43H79O10P	NA	NA
Lipid01688	PG(18:2_19:0)	C43H81O10P	NA	NA
Lipid01689	PG(18:1_19:1)	C43H81O10P	NA	NA
Lipid01690	PG(18:1_19:0)	C43H83O10P	NA	NA
Lipid01691	PG(18:0_19:1)	C43H83O10P	NA	NA
Lipid01692	PG(18:0_19:0)	C43H85O10P	NA	NA
Lipid01693	PG(14:0_22:0)	C42H83O10P	NA	NA
Lipid01694	PG(16:1_20:5)	C42H71O10P	NA	NA
Lipid01695	PG(16:1_20:4)	C42H73O10P	NA	NA
Lipid01696	PG(16:1_20:3)	C42H75O10P	NA	NA
Lipid01697	PG(16:1_20:2)	C42H77O10P	NA	NA
Lipid01698	PG(16:1_20:1)	C42H79O10P	NA	NA
Lipid01699	PG(16:1_20:0)	C42H81O10P	NA	NA
Lipid01700	PG(16:0_20:5)	C42H73O10P	NA	NA
Lipid01701	PG(16:0_20:4)	C42H75O10P	NA	NA
Lipid01702	PG(16:0_20:3)	C42H77O10P	NA	NA
Lipid01703	PG(16:0_20:2)	C42H79O10P	NA	NA
Lipid01704	PG(16:0_20:1)	C42H81O10P	NA	NA
Lipid01705	PG(16:0_20:0)	C42H83O10P	NA	NA
Lipid01706	PG(17:1_19:1)	C42H79O10P	NA	NA
Lipid01707	PG(17:1_19:0)	C42H81O10P	NA	NA
Lipid01708	PG(17:0_19:1)	C42H81O10P	NA	NA
Lipid01709	PG(17:0_19:0)	C42H83O10P	NA	NA
Lipid01710	PG(18:4_18:4)	C42H67O10P	NA	NA
Lipid01711	PG(18:3_18:4)	C42H69O10P	NA	NA
Lipid01712	PG(18:2_18:4)	C42H71O10P	NA	NA
Lipid01713	PG(18:1_18:4)	C42H73O10P	NA	NA
Lipid01714	PG(18:0_18:4)	C42H75O10P	NA	NA
Lipid01715	PG(18:3_18:3)	C42H71O10P	NA	NA
Lipid01716	PG(18:2_18:3)	C42H73O10P	NA	NA
Lipid01717	PG(18:1_18:3)	C42H75O10P	NA	NA
Lipid01718	PG(18:0_18:3)	C42H77O10P	NA	NA
Lipid01719	PG(18:2_18:2)	C42H75O10P	NA	NA
Lipid01720	PG(18:1_18:2)	C42H77O10P	NA	NA
Lipid01721	PG(18:0_18:2)	C42H79O10P	NA	NA
Lipid01722	PG(18:1_18:1)	C42H79O10P	NA	NA
Lipid01723	PG(18:0_18:1)	C42H81O10P	NA	NA
Lipid01724	PG(18:0_18:0)	C42H83O10P	NA	NA
Lipid01725	PG(13:0_22:0)	C41H81O10P	NA	NA
Lipid01726	PG(15:0_20:5)	C41H71O10P	NA	NA
Lipid01727	PG(15:0_20:4)	C41H73O10P	NA	NA
Lipid01728	PG(15:0_20:3)	C41H75O10P	NA	NA
Lipid01729	PG(15:0_20:2)	C41H77O10P	NA	NA
Lipid01730	PG(15:0_20:1)	C41H79O10P	NA	NA
Lipid01731	PG(15:0_20:0)	C41H81O10P	NA	NA
Lipid01732	PG(16:1_19:1)	C41H77O10P	NA	NA
Lipid01733	PG(16:1_19:0)	C41H79O10P	NA	NA
Lipid01734	PG(16:0_19:1)	C41H79O10P	NA	NA
Lipid01735	PG(16:0_19:0)	C41H81O10P	NA	NA
Lipid01736	PG(17:1_18:4)	C41H71O10P	NA	NA
Lipid01737	PG(17:1_18:3)	C41H73O10P	NA	NA
Lipid01738	PG(17:1_18:2)	C41H75O10P	NA	NA
Lipid01739	PG(17:1_18:1)	C41H77O10P	NA	NA
Lipid01740	PG(17:1_18:0)	C41H79O10P	NA	NA
Lipid01741	PG(17:0_18:4)	C41H73O10P	NA	NA
Lipid01742	PG(17:0_18:3)	C41H75O10P	NA	NA
Lipid01743	PG(17:0_18:2)	C41H77O10P	NA	NA
Lipid01744	PG(17:0_18:1)	C41H79O10P	NA	NA
Lipid01745	PG(17:0_18:0)	C41H81O10P	NA	NA
Lipid01746	PG(12:0_22:0)	C40H79O10P	NA	NA
Lipid01747	PG(14:0_20:5)	C40H69O10P	NA	NA
Lipid01748	PG(14:0_20:4)	C40H71O10P	NA	NA
Lipid01749	PG(14:0_20:3)	C40H73O10P	NA	NA
Lipid01750	PG(14:0_20:2)	C40H75O10P	NA	NA
Lipid01751	PG(14:0_20:1)	C40H77O10P	NA	NA
Lipid01752	PG(14:0_20:0)	C40H79O10P	NA	NA
Lipid01753	PG(15:0_19:1)	C40H77O10P	NA	NA
Lipid01754	PG(15:0_19:0)	C40H79O10P	NA	NA
Lipid01755	PG(16:1_18:4)	C40H69O10P	NA	NA
Lipid01756	PG(16:1_18:3)	C40H71O10P	NA	NA
Lipid01757	PG(16:1_18:2)	C40H73O10P	NA	NA
Lipid01758	PG(16:1_18:1)	C40H75O10P	NA	NA
Lipid01759	PG(16:1_18:0)	C40H77O10P	NA	NA
Lipid01760	PG(16:0_18:4)	C40H71O10P	NA	NA
Lipid01761	PG(16:0_18:3)	C40H73O10P	NA	NA
Lipid01762	PG(16:0_18:2)	C40H75O10P	NA	NA
Lipid01763	PG(16:0_18:1)	C40H77O10P	NA	NA
Lipid01764	PG(16:0_18:0)	C40H79O10P	NA	NA
Lipid01765	PG(17:1_17:1)	C40H75O10P	NA	NA
Lipid01766	PG(17:0_17:1)	C40H77O10P	NA	NA
Lipid01767	PG(17:0_17:0)	C40H79O10P	NA	NA
Lipid01768	PG(13:0_20:5)	C39H67O10P	NA	NA
Lipid01769	PG(13:0_20:4)	C39H69O10P	NA	NA
Lipid01770	PG(13:0_20:3)	C39H71O10P	NA	NA
Lipid01771	PG(13:0_20:2)	C39H73O10P	NA	NA
Lipid01772	PG(13:0_20:1)	C39H75O10P	NA	NA
Lipid01773	PG(13:0_20:0)	C39H77O10P	NA	NA
Lipid01774	PG(14:0_19:1)	C39H75O10P	NA	NA
Lipid01775	PG(14:0_19:0)	C39H77O10P	NA	NA
Lipid01776	PG(15:0_18:4)	C39H69O10P	NA	NA
Lipid01777	PG(15:0_18:3)	C39H71O10P	NA	NA
Lipid01778	PG(15:0_18:2)	C39H73O10P	NA	NA
Lipid01779	PG(15:0_18:1)	C39H75O10P	NA	NA
Lipid01780	PG(15:0_18:0)	C39H77O10P	NA	NA
Lipid01781	PG(16:1_17:1)	C39H73O10P	NA	NA
Lipid01782	PG(16:1_17:0)	C39H75O10P	NA	NA
Lipid01783	PG(16:0_17:1)	C39H75O10P	NA	NA
Lipid01784	PG(16:0_17:0)	C39H77O10P	NA	NA
Lipid01785	PG(12:0_20:5)	C38H65O10P	NA	NA
Lipid01786	PG(12:0_20:4)	C38H67O10P	NA	NA
Lipid01787	PG(12:0_20:3)	C38H69O10P	NA	NA
Lipid01788	PG(12:0_20:2)	C38H71O10P	NA	NA
Lipid01789	PG(12:0_20:1)	C38H73O10P	NA	NA
Lipid01790	PG(12:0_20:0)	C38H75O10P	NA	NA
Lipid01791	PG(13:0_19:1)	C38H73O10P	NA	NA
Lipid01792	PG(13:0_19:0)	C38H75O10P	NA	NA
Lipid01793	PG(14:0_18:4)	C38H67O10P	NA	NA
Lipid01794	PG(14:0_18:3)	C38H69O10P	NA	NA
Lipid01795	PG(14:0_18:2)	C38H71O10P	NA	NA
Lipid01796	PG(14:0_18:1)	C38H73O10P	NA	NA
Lipid01797	PG(14:0_18:0)	C38H75O10P	NA	NA
Lipid01798	PG(15:0_17:1)	C38H73O10P	NA	NA
Lipid01799	PG(15:0_17:0)	C38H75O10P	NA	NA
Lipid01800	PG(16:1_16:1)	C38H71O10P	NA	NA
Lipid01801	PG(16:0_16:1)	C38H73O10P	NA	NA
Lipid01802	PG(16:0_16:0)	C38H75O10P	NA	NA
Lipid01803	PG(12:0_19:1)	C37H71O10P	NA	NA
Lipid01804	PG(12:0_19:0)	C37H73O10P	NA	NA
Lipid01805	PG(13:0_18:4)	C37H65O10P	NA	NA
Lipid01806	PG(13:0_18:3)	C37H67O10P	NA	NA
Lipid01807	PG(13:0_18:2)	C37H69O10P	NA	NA
Lipid01808	PG(13:0_18:1)	C37H71O10P	NA	NA
Lipid01809	PG(13:0_18:0)	C37H73O10P	NA	NA
Lipid01810	PG(14:0_17:1)	C37H71O10P	NA	NA
Lipid01811	PG(14:0_17:0)	C37H73O10P	NA	NA
Lipid01812	PG(15:0_16:1)	C37H71O10P	NA	NA
Lipid01813	PG(15:0_16:0)	C37H73O10P	NA	NA
Lipid01814	PG(12:0_18:4)	C36H63O10P	NA	NA
Lipid01815	PG(12:0_18:3)	C36H65O10P	NA	NA
Lipid01816	PG(12:0_18:2)	C36H67O10P	NA	NA
Lipid01817	PG(12:0_18:1)	C36H69O10P	NA	NA
Lipid01818	PG(12:0_18:0)	C36H71O10P	NA	NA
Lipid01819	PG(13:0_17:1)	C36H69O10P	NA	NA
Lipid01820	PG(13:0_17:0)	C36H71O10P	NA	NA
Lipid01821	PG(14:0_16:1)	C36H69O10P	NA	NA
Lipid01822	PG(14:0_16:0)	C36H71O10P	NA	NA
Lipid01823	PG(15:0_15:0)	C36H71O10P	NA	NA
Lipid01824	PG(12:0_17:1)	C35H67O10P	NA	NA
Lipid01825	PG(12:0_17:0)	C35H69O10P	NA	NA
Lipid01826	PG(13:0_16:1)	C35H67O10P	NA	NA
Lipid01827	PG(13:0_16:0)	C35H69O10P	NA	NA
Lipid01828	PG(14:0_15:0)	C35H69O10P	NA	NA
Lipid01829	PG(12:0_16:1)	C34H65O10P	NA	NA
Lipid01830	PG(12:0_16:0)	C34H67O10P	NA	NA
Lipid01831	PG(13:0_15:0)	C34H67O10P	NA	NA
Lipid01832	PG(14:0_14:0)	C34H67O10P	NA	NA
Lipid01833	PG(12:0_15:0)	C33H65O10P	NA	NA
Lipid01834	PG(13:0_14:0)	C33H65O10P	NA	NA
Lipid01835	PG(12:0_14:0)	C32H63O10P	NA	NA
Lipid01836	PG(13:0_13:0)	C32H63O10P	NA	NA
Lipid01837	PG(12:0_13:0)	C31H61O10P	NA	NA
Lipid01838	PG(12:0_12:0)	C30H59O10P	NA	NA
Lipid01839	Cer(d17:0/30:0)	C47H95NO3	NA	NA
Lipid01840	Cer(d17:0/30:0(OH))	C47H95NO4	NA	NA
Lipid01841	Cer(d17:0/29:0)	C46H93NO3	NA	NA
Lipid01842	Cer(d17:0/29:0(OH))	C46H93NO4	NA	NA
Lipid01843	Cer(d17:0/28:0)	C45H91NO3	NA	NA
Lipid01844	Cer(d17:0/28:0(OH))	C45H91NO4	NA	NA
Lipid01845	Cer(d17:0/27:0)	C44H89NO3	NA	NA
Lipid01846	Cer(d17:0/27:0(OH))	C44H89NO4	NA	NA
Lipid01847	Cer(d17:0/26:0)	C43H87NO3	NA	NA
Lipid01848	Cer(d17:0/26:0(OH))	C43H87NO4	NA	NA
Lipid01849	Cer(d17:0/25:0)	C42H85NO3	NA	NA
Lipid01850	Cer(d17:0/25:0(OH))	C42H85NO4	NA	NA
Lipid01851	Cer(d17:0/24:0)	C41H83NO3	NA	NA
Lipid01852	Cer(d17:0/24:0(OH))	C41H83NO4	NA	NA
Lipid01853	Cer(d17:0/23:0)	C40H81NO3	NA	NA
Lipid01854	Cer(d17:0/23:0(OH))	C40H81NO4	NA	NA
Lipid01855	Cer(d17:0/22:0)	C39H79NO3	NA	NA
Lipid01856	Cer(d17:0/22:0(OH))	C39H79NO4	NA	NA
Lipid01857	Cer(d17:0/21:0)	C38H77NO3	NA	NA
Lipid01858	Cer(d17:0/21:0(OH))	C38H77NO4	NA	NA
Lipid01859	Cer(d17:0/20:0)	C37H75NO3	NA	NA
Lipid01860	Cer(d17:0/20:0(OH))	C37H75NO4	NA	NA
Lipid01861	Cer(d17:0/19:0)	C36H73NO3	NA	NA
Lipid01862	Cer(d17:0/19:0(OH))	C36H73NO4	NA	NA
Lipid01863	Cer(d17:0/18:0)	C35H71NO3	NA	NA
Lipid01864	Cer(d17:0/18:0(OH))	C35H71NO4	NA	NA
Lipid01865	Cer(d17:0/17:0)	C34H69NO3	NA	NA
Lipid01866	Cer(d17:0/17:0(OH))	C34H69NO4	NA	NA
Lipid01867	Cer(d17:0/16:0)	C33H67NO3	NA	NA
Lipid01868	Cer(d17:0/16:0(OH))	C33H67NO4	NA	NA
Lipid01869	Cer(d17:0/15:0)	C32H65NO3	NA	NA
Lipid01870	Cer(d17:0/15:0(OH))	C32H65NO4	NA	NA
Lipid01871	Cer(d17:0/14:0)	C31H63NO3	NA	NA
Lipid01872	Cer(d17:0/14:0(OH))	C31H63NO4	NA	NA
Lipid01873	Cer(d17:0/13:0)	C30H61NO3	NA	NA
Lipid01874	Cer(d17:0/13:0(OH))	C30H61NO4	NA	NA
Lipid01875	Cer(d17:0/12:0)	C29H59NO3	NA	NA
Lipid01876	Cer(d17:0/12:0(OH))	C29H59NO4	NA	NA
Lipid01877	SM(d17:0/30:0)	C52H107N2O6P	NA	NA
Lipid01878	SM(d17:0/30:0(OH))	C52H107N2O7P	NA	NA
Lipid01879	SM(d17:0/29:0)	C51H105N2O6P	NA	NA
Lipid01880	SM(d17:0/29:0(OH))	C51H105N2O7P	NA	NA
Lipid01881	SM(d17:0/28:0)	C50H103N2O6P	NA	NA
Lipid01882	SM(d17:0/28:0(OH))	C50H103N2O7P	NA	NA
Lipid01883	SM(d17:0/27:0)	C49H101N2O6P	NA	NA
Lipid01884	SM(d17:0/27:0(OH))	C49H101N2O7P	NA	NA
Lipid01885	SM(d17:0/26:0)	C48H99N2O6P	NA	NA
Lipid01886	SM(d17:0/26:0(OH))	C48H99N2O7P	NA	NA
Lipid01887	SM(d17:0/25:0)	C47H97N2O6P	NA	NA
Lipid01888	SM(d17:0/25:0(OH))	C47H97N2O7P	NA	NA
Lipid01889	SM(d17:0/24:0)	C46H95N2O6P	NA	NA
Lipid01890	SM(d17:0/24:0(OH))	C46H95N2O7P	NA	NA
Lipid01891	SM(d17:0/23:0)	C45H93N2O6P	NA	NA
Lipid01892	SM(d17:0/23:0(OH))	C45H93N2O7P	NA	NA
Lipid01893	SM(d17:0/22:0)	C44H91N2O6P	NA	NA
Lipid01894	SM(d17:0/22:0(OH))	C44H91N2O7P	NA	NA
Lipid01895	SM(d17:0/21:0)	C43H89N2O6P	NA	NA
Lipid01896	SM(d17:0/21:0(OH))	C43H89N2O7P	NA	NA
Lipid01897	SM(d17:0/20:0)	C42H87N2O6P	NA	NA
Lipid01898	SM(d17:0/20:0(OH))	C42H87N2O7P	NA	NA
Lipid01899	SM(d17:0/19:0)	C41H85N2O6P	NA	NA
Lipid01900	SM(d17:0/19:0(OH))	C41H85N2O7P	NA	NA
Lipid01901	SM(d17:0/18:0)	C40H83N2O6P	NA	NA
Lipid01902	SM(d17:0/18:0(OH))	C40H83N2O7P	NA	NA
Lipid01903	SM(d17:0/17:0)	C39H81N2O6P	NA	NA
Lipid01904	SM(d17:0/17:0(OH))	C39H81N2O7P	NA	NA
Lipid01905	SM(d17:0/16:0)	C38H79N2O6P	NA	NA
Lipid01906	SM(d17:0/16:0(OH))	C38H79N2O7P	NA	NA
Lipid01907	SM(d17:0/15:0)	C37H77N2O6P	NA	NA
Lipid01908	SM(d17:0/15:0(OH))	C37H77N2O7P	NA	NA
Lipid01909	SM(d17:0/14:0)	C36H75N2O6P	NA	NA
Lipid01910	SM(d17:0/14:0(OH))	C36H75N2O7P	NA	NA
Lipid01911	SM(d17:0/13:0)	C35H73N2O6P	NA	NA
Lipid01912	SM(d17:0/13:0(OH))	C35H73N2O7P	NA	NA
Lipid01913	SM(d17:0/12:0)	C34H71N2O6P	NA	NA
Lipid01914	SM(d17:0/12:0(OH))	C34H71N2O7P	NA	NA
Lipid01915	Cer(d17:1/30:0)	C47H93NO3	NA	NA
Lipid01916	Cer(d17:1/30:0(OH))	C47H93NO4	NA	NA
Lipid01917	Cer(d17:1/29:0)	C46H91NO3	NA	NA
Lipid01918	Cer(d17:1/29:0(OH))	C46H91NO4	NA	NA
Lipid01919	Cer(d17:1/28:0)	C45H89NO3	NA	NA
Lipid01920	Cer(d17:1/28:0(OH))	C45H89NO4	NA	NA
Lipid01921	Cer(d17:1/27:0)	C44H87NO3	NA	NA
Lipid01922	Cer(d17:1/27:0(OH))	C44H87NO4	NA	NA
Lipid01923	Cer(d17:1/26:0)	C43H85NO3	NA	NA
Lipid01924	Cer(d17:1/26:0(OH))	C43H85NO4	NA	NA
Lipid01925	Cer(d17:1/25:0)	C42H83NO3	NA	NA
Lipid01926	Cer(d17:1/25:0(OH))	C42H83NO4	NA	NA
Lipid01927	Cer(d17:1/24:0)	C41H81NO3	NA	NA
Lipid01928	Cer(d17:1/24:0(OH))	C41H81NO4	NA	NA
Lipid01929	Cer(d17:1/23:0)	C40H79NO3	NA	NA
Lipid01930	Cer(d17:1/23:0(OH))	C40H79NO4	NA	NA
Lipid01931	Cer(d17:1/22:0)	C39H77NO3	NA	NA
Lipid01932	Cer(d17:1/22:0(OH))	C39H77NO4	NA	NA
Lipid01933	Cer(d17:1/21:0)	C38H75NO3	NA	NA
Lipid01934	Cer(d17:1/21:0(OH))	C38H75NO4	NA	NA
Lipid01935	Cer(d17:1/20:0)	C37H73NO3	NA	NA
Lipid01936	Cer(d17:1/20:0(OH))	C37H73NO4	NA	NA
Lipid01937	Cer(d17:1/19:0)	C36H71NO3	NA	NA
Lipid01938	Cer(d17:1/19:0(OH))	C36H71NO4	NA	NA
Lipid01939	Cer(d17:1/18:0)	C35H69NO3	NA	NA
Lipid01940	Cer(d17:1/18:0(OH))	C35H69NO4	NA	NA
Lipid01941	Cer(d17:1/17:0)	C34H67NO3	NA	NA
Lipid01942	Cer(d17:1/17:0(OH))	C34H67NO4	NA	NA
Lipid01943	Cer(d17:1/16:0)	C33H65NO3	NA	NA
Lipid01944	Cer(d17:1/16:0(OH))	C33H65NO4	NA	NA
Lipid01945	Cer(d17:1/15:0)	C32H63NO3	NA	NA
Lipid01946	Cer(d17:1/15:0(OH))	C32H63NO4	NA	NA
Lipid01947	Cer(d17:1/14:0)	C31H61NO3	NA	NA
Lipid01948	Cer(d17:1/14:0(OH))	C31H61NO4	NA	NA
Lipid01949	Cer(d17:1/13:0)	C30H59NO3	NA	NA
Lipid01950	Cer(d17:1/13:0(OH))	C30H59NO4	NA	NA
Lipid01951	Cer(d17:1/12:0)	C29H57NO3	NA	NA
Lipid01952	Cer(d17:1/12:0(OH))	C29H57NO4	NA	NA
Lipid01953	SM(d17:1/30:0)	C52H105N2O6P	NA	NA
Lipid01954	SM(d17:1/30:0(OH))	C52H105N2O7P	NA	NA
Lipid01955	SM(d17:1/29:0)	C51H103N2O6P	NA	NA
Lipid01956	SM(d17:1/29:0(OH))	C51H103N2O7P	NA	NA
Lipid01957	SM(d17:1/28:0)	C50H101N2O6P	NA	NA
Lipid01958	SM(d17:1/28:0(OH))	C50H101N2O7P	NA	NA
Lipid01959	SM(d17:1/27:0)	C49H99N2O6P	NA	NA
Lipid01960	SM(d17:1/27:0(OH))	C49H99N2O7P	NA	NA
Lipid01961	SM(d17:1/26:0)	C48H97N2O6P	NA	NA
Lipid01962	SM(d17:1/26:0(OH))	C48H97N2O7P	NA	NA
Lipid01963	SM(d17:1/25:0)	C47H95N2O6P	NA	NA
Lipid01964	SM(d17:1/25:0(OH))	C47H95N2O7P	NA	NA
Lipid01965	SM(d17:1/24:0)	C46H93N2O6P	NA	NA
Lipid01966	SM(d17:1/24:0(OH))	C46H93N2O7P	NA	NA
Lipid01967	SM(d17:1/23:0)	C45H91N2O6P	NA	NA
Lipid01968	SM(d17:1/23:0(OH))	C45H91N2O7P	NA	NA
Lipid01969	SM(d17:1/22:0)	C44H89N2O6P	NA	NA
Lipid01970	SM(d17:1/22:0(OH))	C44H89N2O7P	NA	NA
Lipid01971	SM(d17:1/21:0)	C43H87N2O6P	NA	NA
Lipid01972	SM(d17:1/21:0(OH))	C43H87N2O7P	NA	NA
Lipid01973	SM(d17:1/20:0)	C42H85N2O6P	NA	NA
Lipid01974	SM(d17:1/20:0(OH))	C42H85N2O7P	NA	NA
Lipid01975	SM(d17:1/19:0)	C41H83N2O6P	NA	NA
Lipid01976	SM(d17:1/19:0(OH))	C41H83N2O7P	NA	NA
Lipid01977	SM(d17:1/18:0)	C40H81N2O6P	NA	NA
Lipid01978	SM(d17:1/18:0(OH))	C40H81N2O7P	NA	NA
Lipid01979	SM(d17:1/17:0)	C39H79N2O6P	NA	NA
Lipid01980	SM(d17:1/17:0(OH))	C39H79N2O7P	NA	NA
Lipid01981	SM(d17:1/16:0)	C38H77N2O6P	NA	NA
Lipid01982	SM(d17:1/16:0(OH))	C38H77N2O7P	NA	NA
Lipid01983	SM(d17:1/15:0)	C37H75N2O6P	NA	NA
Lipid01984	SM(d17:1/15:0(OH))	C37H75N2O7P	NA	NA
Lipid01985	SM(d17:1/14:0)	C36H73N2O6P	NA	NA
Lipid01986	SM(d17:1/14:0(OH))	C36H73N2O7P	NA	NA
Lipid01987	SM(d17:1/13:0)	C35H71N2O6P	NA	NA
Lipid01988	SM(d17:1/13:0(OH))	C35H71N2O7P	NA	NA
Lipid01989	SM(d17:1/12:0)	C34H69N2O6P	NA	NA
Lipid01990	SM(d17:1/12:0(OH))	C34H69N2O7P	NA	NA
Lipid01991	CerP(d17:1/30:0)	C47H94NO6P	NA	NA
Lipid01992	CerP(d17:1/30:0(OH))	C47H94NO7P	NA	NA
Lipid01993	CerP(d17:1/29:0)	C46H92NO6P	NA	NA
Lipid01994	CerP(d17:1/29:0(OH))	C46H92NO7P	NA	NA
Lipid01995	CerP(d17:1/28:0)	C45H90NO6P	NA	NA
Lipid01996	CerP(d17:1/28:0(OH))	C45H90NO7P	NA	NA
Lipid01997	CerP(d17:1/27:0)	C44H88NO6P	NA	NA
Lipid01998	CerP(d17:1/27:0(OH))	C44H88NO7P	NA	NA
Lipid01999	CerP(d17:1/26:0)	C43H86NO6P	NA	NA
Lipid02000	CerP(d17:1/26:0(OH))	C43H86NO7P	NA	NA
Lipid02001	CerP(d17:1/25:0)	C42H84NO6P	NA	NA
Lipid02002	CerP(d17:1/25:0(OH))	C42H84NO7P	NA	NA
Lipid02003	CerP(d17:1/24:0)	C41H82NO6P	NA	NA
Lipid02004	CerP(d17:1/24:0(OH))	C41H82NO7P	NA	NA
Lipid02005	CerP(d17:1/23:0)	C40H80NO6P	NA	NA
Lipid02006	CerP(d17:1/23:0(OH))	C40H80NO7P	NA	NA
Lipid02007	CerP(d17:1/22:0)	C39H78NO6P	NA	NA
Lipid02008	CerP(d17:1/22:0(OH))	C39H78NO7P	NA	NA
Lipid02009	CerP(d17:1/21:0)	C38H76NO6P	NA	NA
Lipid02010	CerP(d17:1/21:0(OH))	C38H76NO7P	NA	NA
Lipid02011	CerP(d17:1/20:0)	C37H74NO6P	NA	NA
Lipid02012	CerP(d17:1/20:0(OH))	C37H74NO7P	NA	NA
Lipid02013	CerP(d17:1/19:0)	C36H72NO6P	NA	NA
Lipid02014	CerP(d17:1/19:0(OH))	C36H72NO7P	NA	NA
Lipid02015	CerP(d17:1/18:0)	C35H70NO6P	NA	NA
Lipid02016	CerP(d17:1/18:0(OH))	C35H70NO7P	NA	NA
Lipid02017	CerP(d17:1/17:0)	C34H68NO6P	NA	NA
Lipid02018	CerP(d17:1/17:0(OH))	C34H68NO7P	NA	NA
Lipid02019	CerP(d17:1/16:0)	C33H66NO6P	NA	NA
Lipid02020	CerP(d17:1/16:0(OH))	C33H66NO7P	NA	NA
Lipid02021	CerP(d17:1/15:0)	C32H64NO6P	NA	NA
Lipid02022	CerP(d17:1/15:0(OH))	C32H64NO7P	NA	NA
Lipid02023	CerP(d17:1/14:0)	C31H62NO6P	NA	NA
Lipid02024	CerP(d17:1/14:0(OH))	C31H62NO7P	NA	NA
Lipid02025	CerP(d17:1/13:0)	C30H60NO6P	NA	NA
Lipid02026	CerP(d17:1/13:0(OH))	C30H60NO7P	NA	NA
Lipid02027	CerP(d17:1/12:0)	C29H58NO6P	NA	NA
Lipid02028	CerP(d17:1/12:0(OH))	C29H58NO7P	NA	NA
Lipid02029	HexCer(d17:1/30:0)	C53H103NO8	NA	NA
Lipid02030	HexCer(d17:1/30:0(OH))	C53H103NO9	NA	NA
Lipid02031	HexCer(d17:1/29:0)	C52H101NO8	NA	NA
Lipid02032	HexCer(d17:1/29:0(OH))	C52H101NO9	NA	NA
Lipid02033	HexCer(d17:1/28:0)	C51H99NO8	NA	NA
Lipid02034	HexCer(d17:1/28:0(OH))	C51H99NO9	NA	NA
Lipid02035	HexCer(d17:1/27:0)	C50H97NO8	NA	NA
Lipid02036	HexCer(d17:1/27:0(OH))	C50H97NO9	NA	NA
Lipid02037	HexCer(d17:1/26:0)	C49H95NO8	NA	NA
Lipid02038	HexCer(d17:1/26:0(OH))	C49H95NO9	NA	NA
Lipid02039	HexCer(d17:1/25:0)	C48H93NO8	NA	NA
Lipid02040	HexCer(d17:1/25:0(OH))	C48H93NO9	NA	NA
Lipid02041	HexCer(d17:1/24:0)	C47H91NO8	NA	NA
Lipid02042	HexCer(d17:1/24:0(OH))	C47H91NO9	NA	NA
Lipid02043	HexCer(d17:1/23:0)	C46H89NO8	NA	NA
Lipid02044	HexCer(d17:1/23:0(OH))	C46H89NO9	NA	NA
Lipid02045	HexCer(d17:1/22:0)	C45H87NO8	NA	NA
Lipid02046	HexCer(d17:1/22:0(OH))	C45H87NO9	NA	NA
Lipid02047	HexCer(d17:1/21:0)	C44H85NO8	NA	NA
